90800, 166
22500, 26
37800, 62
17600, 63
36600, 59
22300, 68
88500, 67
31000, 86
11200, 96
43300, 26
63300, 66
33700, 27
38700, 173
13100, 26
52300, 101
31300, 24
28200, 25
32700, 137
12800, 62
10300, 28
15200, 84
48600, 26
10100, 63
87200, 63
20100, 59
26500, 70
17200, 26
89000, 75
56100, 60
15700, 25
16400, 27
43600, 27
82100, 64
32300, 26
33100, 114
32600, 68
57000, 66
41600, 63
18100, 67
140900, 68
22700, 27
17300, 28
67900, 26
7200, 28
68000, 85
135400, 64
15000, 26
79400, 215
64300, 313
90600, 132
173200, 61
57300, 61
54700, 27
32900, 26
26800, 115
58100, 27
79900, 26
48500, 127
21200, 66
26900, 57
24600, 84
53800, 72
28500, 93
53000, 26
30200, 125
55000, 25
23800, 26
34600, 88
103800, 58
20500, 27
20300, 27
73100, 122
36300, 28
16800, 26
76500, 63
87800, 24
72700, 78
51200, 29
24300, 26
21800, 25
87900, 28
12200, 26
97300, 25
76000, 25
246600, 88
53100, 144
72500, 28
63800, 65
44000, 28
45900, 103
29700, 139
29300, 55
20500, 113
27500, 67
17600, 61
24300, 130
97300, 76
118200, 74
24000, 25
30800, 26
16700, 26
21300, 66
22100, 89
49700, 78
26400, 61
40000, 26
39700, 126
14500, 26
20500, 91
90900, 136
39900, 69
38600, 105
27600, 87
65000, 69
31500, 189
22200, 26
20400, 46
34200, 127
38700, 70
12600, 58
8800, 24
89600, 71
22800, 29
8500, 27
21800, 69
32000, 107
40300, 26
33700, 96
36300, 29
66400, 87
45100, 202
64000, 119
16800, 28
23700, 27
19400, 92
10700, 65
8100, 25
7200, 30
72800, 27
25400, 28
90000, 133
9300, 26
37000, 26
21500, 91
59800, 88
78500, 113
22400, 130
58600, 101
17200, 68
31600, 60
20000, 28
30200, 84
40100, 63
15600, 27
61000, 98
58500, 64
63800, 150
34400, 73
18000, 65
62700, 25
47900, 60
11200, 28
21600, 112
7300, 25
20800, 70
8600, 68
50800, 62
45700, 109
25100, 26
18400, 57
34200, 28
18800, 100
28400, 64
8300, 27
23300, 73
48400, 90
36300, 58
12000, 62
20400, 26
28200, 70
45600, 84
19400, 84
11600, 28
25100, 114
31100, 25
29400, 24
27400, 114
46900, 73
57800, 212
87400, 93
28200, 27
61600, 27
21600, 28
10200, 29
19400, 59
39400, 109
66500, 86
14200, 26
46300, 28
30300, 67
11600, 24
60100, 61
53200, 27
41100, 25
49600, 109
31300, 62
26600, 149
53900, 62
12500, 26
22100, 84
51800, 77
11200, 27
8300, 26
6000, 25
33100, 143
29800, 28
70700, 78
62100, 120
19700, 111
31000, 26
26100, 104
19600, 26
17500, 60
22800, 84
18700, 155
15700, 112
21000, 27
8700, 25
63700, 156
40700, 63
24900, 26
25800, 28
26400, 61
7400, 55
42300, 27
6900, 26
49500, 63
23600, 111
17500, 85
38800, 99
25500, 24
9800, 25
44100, 91
26600, 27
96100, 58
33600, 27
19600, 75
22000, 26
8500, 25
14000, 26
22200, 59
14700, 27
56100, 63
58700, 28
47600, 63
77900, 70
40800, 102
29100, 127
32900, 69
41500, 90
63900, 113
20300, 55
17600, 119
18100, 68
69000, 118
15000, 58
53900, 65
33900, 26
18700, 28
34400, 120
21000, 86
4500, 26
17900, 119
28600, 71
12800, 70
13600, 26
27400, 72
60600, 81
48500, 81
25500, 24
55500, 61
27600, 59
42000, 78
45200, 94
19800, 26
68000, 102
13400, 116
24300, 55
20300, 247
17600, 25
29900, 120
75500, 187
41700, 90
28200, 124
29500, 84
69500, 26
40400, 105
36200, 85
67300, 94
31700, 26
30300, 49
23500, 108
31000, 27
47600, 27
22700, 26
39100, 26
31200, 115
75600, 200
50500, 26
19200, 56
25700, 28
7000, 28
7100, 26
34800, 52
70900, 27
13200, 69
14800, 26
13700, 58
74100, 88
